Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
12/20/2020,02/01/2020,12/19/2020,VA,Renal failure,Renal failure,N17-N19,All Ages,416,436,
12/20/2020,02/01/2020,12/19/2020,VA,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,VA,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,0,0,
12/20/2020,02/01/2020,12/19/2020,VA,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,VA,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,VA,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,10,18,
12/20/2020,02/01/2020,12/19/2020,VA,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,13,24,
12/20/2020,02/01/2020,12/19/2020,VA,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,17,31,
12/20/2020,02/01/2020,12/19/2020,VA,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,23,47,
12/20/2020,02/01/2020,12/19/2020,VA,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,VA,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,68,130,
12/20/2020,02/01/2020,12/19/2020,VA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,VA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,VA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,22,40,
12/20/2020,02/01/2020,12/19/2020,VA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,63,111,
12/20/2020,02/01/2020,12/19/2020,VA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,173,263,
12/20/2020,02/01/2020,12/19/2020,VA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,352,540,
12/20/2020,02/01/2020,12/19/2020,VA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,434,654,
12/20/2020,02/01/2020,12/19/2020,VA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,520,780,
12/20/2020,02/01/2020,12/19/2020,VA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,VA,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,1575,2408,
12/20/2020,02/01/2020,12/19/2020,VA,COVID-19,COVID-19,U071,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,VA,COVID-19,COVID-19,U071,25-34,20,20,
12/20/2020,02/01/2020,12/19/2020,VA,COVID-19,COVID-19,U071,35-44,60,60,
12/20/2020,02/01/2020,12/19/2020,VA,COVID-19,COVID-19,U071,45-54,191,191,
12/20/2020,02/01/2020,12/19/2020,VA,COVID-19,COVID-19,U071,55-64,501,501,
12/20/2020,02/01/2020,12/19/2020,VA,COVID-19,COVID-19,U071,65-74,946,946,
12/20/2020,02/01/2020,12/19/2020,VA,COVID-19,COVID-19,U071,75-84,1303,1303,
12/20/2020,02/01/2020,12/19/2020,VA,COVID-19,COVID-19,U071,85+,1629,1629,
12/20/2020,02/01/2020,12/19/2020,VA,COVID-19,COVID-19,U071,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,VA,COVID-19,COVID-19,U071,All Ages,4655,4655,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,22,22,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,61,67,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,157,163,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,290,300,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,341,360,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,400,404,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,1283,1331,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,20,20,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,64,65,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,93,97,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,89,92,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,277,286,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,15,15,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,31,31,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,80,80,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,131,131,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,113,113,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,87,87,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,460,460,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Respiratory failure,J96,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Respiratory failure,J96,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Respiratory failure,J96,35-44,12,12,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Respiratory failure,J96,45-54,46,47,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Respiratory failure,J96,55-64,118,123,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Respiratory failure,J96,65-74,257,268,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Respiratory failure,J96,75-84,342,359,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Respiratory failure,J96,85+,378,388,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Respiratory failure,J96,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Respiratory failure,J96,All Ages,1157,1202,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Respiratory arrest,R09.2,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Respiratory arrest,R09.2,25-34,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Respiratory arrest,R09.2,35-44,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Respiratory arrest,R09.2,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Respiratory arrest,R09.2,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Respiratory arrest,R09.2,65-74,14,14,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Respiratory arrest,R09.2,75-84,24,24,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Respiratory arrest,R09.2,85+,23,23,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Respiratory arrest,R09.2,All Ages,68,68,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,10,10,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,12,13,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,41,45,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,50,52,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,65,65,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,184,191,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,14,14,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,47,47,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,78,79,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,113,115,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Hypertensive diseases,I10-I15,85+,172,177,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,429,437,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,25,29,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,52,57,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,78,89,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Ischemic heart disease,I20-I25,85+,101,111,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,269,299,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cardiac arrest,I46,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cardiac arrest,I46,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cardiac arrest,I46,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cardiac arrest,I46,45-54,12,12,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cardiac arrest,I46,55-64,31,31,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cardiac arrest,I46,65-74,56,56,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cardiac arrest,I46,75-84,47,47,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cardiac arrest,I46,85+,49,49,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cardiac arrest,I46,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cardiac arrest,I46,All Ages,204,204,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,11,11,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,40,43,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,76,77,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,103,107,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,234,244,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Heart failure,I50,0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Heart failure,I50,25-34,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Heart failure,I50,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Heart failure,I50,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Heart failure,I50,55-64,16,16,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Heart failure,I50,65-74,39,39,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Heart failure,I50,75-84,77,77,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Heart failure,I50,85+,145,145,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Heart failure,I50,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Heart failure,I50,All Ages,281,281,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,21,23,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,46,47,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,41,45,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,66,68,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,181,190,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,14,16,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,32,37,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,55,60,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,41,44,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,65,70,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,214,235,
12/20/2020,02/01/2020,12/19/2020,WA,Sepsis,Sepsis,A40-A41,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Sepsis,Sepsis,A40-A41,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Sepsis,Sepsis,A40-A41,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/20/2020,02/01/2020,12/19/2020,WA,Sepsis,Sepsis,A40-A41,45-54,22,22,
12/20/2020,02/01/2020,12/19/2020,WA,Sepsis,Sepsis,A40-A41,55-64,40,40,
12/20/2020,02/01/2020,12/19/2020,WA,Sepsis,Sepsis,A40-A41,65-74,77,77,
12/20/2020,02/01/2020,12/19/2020,WA,Sepsis,Sepsis,A40-A41,75-84,76,76,
12/20/2020,02/01/2020,12/19/2020,WA,Sepsis,Sepsis,A40-A41,85+,61,61,
12/20/2020,02/01/2020,12/19/2020,WA,Sepsis,Sepsis,A40-A41,Not stated,0,0,
12/20/2020,02/01/2020,12/19/2020,WA,Sepsis,Sepsis,A40-A41,All Ages,283,283,
12/20/2020,02/01/2020,12/19/2020,WA,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
